Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr8,21788178,9,6,16,11,5,2,11,2,11,13,13,9,0,0,13,14,4,2,4,5,5,9,16,8,3,10,7,20,2,10,0,7,7,28,9,6
chr8,3995004,9,4,16,8,5,2,7,3,7,15,16,7,0,0,12,10,4,1,4,3,7,7,15,7,4,11,8,20,1,6,0,9,5,19,7,4
chr8,5219615,0,4,2,0,3,0,1,0,8,6,9,5,0,1,3,8,2,0,1,0,6,8,6,3,0,11,3,10,4,6,0,0,1,8,2,7
chr9,11678879,0,3,2,0,2,0,1,0,7,6,6,5,0,1,3,8,2,0,0,0,6,7,6,3,1,10,3,10,3,5,0,0,1,9,2,6
chr9,11679064,14,7,13,10,4,3,11,4,9,7,7,12,0,5,14,14,6,8,6,10,11,18,16,13,5,14,5,13,7,13,0,2,15,29,14,18
chr9,3130114,12,6,11,8,4,3,10,4,8,6,5,12,0,4,13,13,6,6,5,8,10,17,16,12,5,13,5,12,6,13,0,2,13,28,14,17
chr9,28673112,0,2,1,0,2,0,1,0,4,3,0,4,0,1,1,5,1,0,0,0,4,2,4,2,1,6,3,5,2,2,0,0,1,5,2,4
chr9,28673132,3,1,3,3,0,0,0,0,1,2,4,4,0,1,2,7,0,1,0,0,1,2,0,1,1,1,0,5,1,0,0,4,4,6,5,4
chr9,28673135,3,1,2,3,0,0,0,0,1,1,4,4,0,0,1,11,0,1,0,0,2,2,1,1,1,0,1,5,1,0,0,4,3,6,5,4
chr9,28673174,2,1,1,4,0,0,1,0,2,1,3,4,0,0,0,9,0,0,0,0,2,2,2,2,2,1,1,3,1,0,0,4,4,2,3,3
chr9,28673175,1,1,1,2,0,0,1,0,2,1,2,3,0,0,1,7,0,0,0,0,1,2,2,1,1,2,1,3,1,0,0,4,4,2,1,3
chr9,28673176,1,1,1,2,0,0,1,0,2,1,2,3,0,0,1,7,0,0,0,0,1,2,2,1,1,2,1,3,1,0,0,4,4,2,1,3
chr9,28673188,1,1,1,2,0,0,1,0,3,1,2,3,0,0,1,7,0,0,0,0,1,3,2,1,1,3,1,4,1,0,0,5,4,2,2,3
chr9,28673190,1,2,1,4,0,0,1,0,3,1,5,10,0,0,3,3,0,1,0,0,3,2,2,1,1,8,0,4,1,1,1,4,4,2,3,3
chr9,28673225,3,1,3,3,0,0,0,0,1,1,4,4,0,1,2,7,0,1,0,0,1,2,0,1,1,1,0,5,1,0,0,3,4,6,4,4
chr9,28673274,3,1,2,3,0,0,0,0,1,1,4,4,0,1,1,8,0,1,0,0,1,1,0,1,1,1,0,5,1,0,0,2,3,6,4,4
chr9,28673283,1,1,1,2,0,0,1,0,3,1,2,3,0,0,1,7,0,0,0,0,1,2,2,1,1,3,1,4,1,0,0,4,4,3,1,3
chr9,28673284,1,1,1,3,0,0,1,0,4,1,4,5,0,0,1,8,0,0,0,0,1,3,3,2,2,4,1,3,1,1,0,6,6,2,2,3
chr9,28673627,17,20,27,26,17,3,17,3,30,23,31,39,0,12,27,34,12,17,18,14,33,22,29,30,14,38,18,37,17,20,2,22,26,27,32,23
chr9,28673634,17,17,24,24,15,3,17,3,24,19,27,39,0,9,25,28,11,16,16,12,31,20,26,22,14,34,14,33,12,16,0,21,21,24,26,24
chr9,28673677,17,17,24,24,15,3,17,3,24,19,27,39,0,9,25,28,11,16,16,12,31,20,26,21,14,34,14,33,12,16,0,21,21,24,26,24
chr9,28673727,17,16,24,24,15,3,17,3,24,20,28,38,0,9,25,26,11,16,16,13,30,19,26,21,14,34,14,33,12,16,0,21,22,23,25,24
chr9,28673741,1,1,1,2,0,0,1,0,3,1,2,3,0,0,1,7,0,0,0,0,1,3,2,1,1,3,1,4,1,0,0,5,4,2,2,3
chr9,28673743,13,15,7,17,0,0,4,5,0,9,20,3,0,2,10,18,6,2,14,8,17,0,9,19,7,23,10,19,3,7,1,7,14,17,21,26
chr9,28673767,13,14,7,17,0,0,4,6,0,9,22,4,0,2,12,20,7,2,16,9,20,0,11,21,8,23,9,20,4,8,0,8,14,18,22,25
chr9,28673769,13,14,7,17,0,0,4,6,0,9,23,4,0,2,12,20,7,2,16,10,20,0,11,22,8,24,9,21,5,10,0,9,15,19,22,27
chr9,28673772,14,17,8,16,0,1,7,6,0,7,27,4,0,3,14,17,4,2,17,8,23,0,13,21,5,24,11,20,5,9,0,10,13,18,19,21
chr9,28673809,0,3,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,2,0,0,2,2,1,1
chr9,28673744,0,3,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,2,0,0,2,2,1,1
chr9,28673240,3,4,7,2,0,1,0,2,0,10,6,0,2,4,8,12,0,0,2,3,9,0,7,6,1,10,6,7,0,6,1,6,4,3,8,1
chr9,28673243,5,3,14,1,0,0,2,1,0,15,11,3,0,1,14,18,9,2,7,6,14,0,5,5,4,15,10,7,2,11,0,12,10,7,12,3
chr9,28673277,7,5,14,3,0,1,2,2,0,13,11,5,0,5,17,19,5,1,13,7,17,0,9,12,9,16,8,16,8,12,0,16,19,22,15,10
chr9,28673723,7,5,14,3,0,1,2,2,0,5,13,5,0,6,17,17,4,1,13,7,19,0,9,13,9,16,8,16,8,12,0,17,20,21,15,10
chr9,32624265,7,5,14,3,0,1,3,2,0,5,13,4,0,6,17,17,5,2,13,7,20,0,9,13,9,16,8,17,9,12,0,18,21,22,15,10
chr9,32624277,69,52,91,65,0,9,39,18,0,63,81,34,2,41,78,110,33,59,71,52,71,0,73,59,38,99,40,72,48,70,4,75,74,69,79,74
chr9,32624280,53,42,73,55,0,6,30,12,0,46,65,24,2,32,60,87,24,41,54,35,57,0,55,46,30,81,34,62,34,61,2,59,57,52,62,57
chr9,11678890,52,41,71,55,0,6,30,12,0,44,63,22,2,32,59,86,23,41,53,35,56,0,55,46,28,80,32,61,33,61,1,58,56,50,60,55
chr9,11678913,48,39,69,52,0,6,28,11,0,42,59,21,2,30,55,82,21,36,50,34,54,0,52,45,26,76,31,58,30,56,1,56,52,47,57,52
chr9,11678926,47,38,68,51,0,6,28,10,0,41,58,21,2,29,53,80,21,36,49,33,53,0,51,44,25,75,30,57,29,55,1,55,51,46,56,51
chr9,28673085,3,2,13,0,0,0,1,1,0,10,9,2,0,1,10,13,8,1,5,6,12,0,6,2,3,10,10,8,0,8,0,8,5,2,6,1
chr9,11679044,3,2,13,0,0,0,1,1,0,11,9,2,0,1,9,13,8,1,5,6,12,0,6,2,3,10,10,8,1,9,0,8,6,2,6,1
chr9,28673191,3,2,13,0,0,0,1,1,0,11,9,2,0,1,10,13,8,1,5,6,12,0,6,2,3,10,10,8,1,9,0,8,6,2,6,1
chr9,28673298,7,5,13,3,0,1,3,2,0,5,13,4,0,6,17,17,5,2,13,7,20,0,9,13,9,16,7,16,9,12,0,18,21,23,15,10
chr9,28763657,7,5,14,3,0,1,3,2,0,5,16,4,0,6,16,18,5,2,13,7,20,0,11,13,9,16,7,16,9,12,0,19,20,22,15,11
chr9,28763658,54,47,62,47,0,7,38,10,0,58,71,30,0,37,54,94,25,29,42,18,59,0,69,53,27,66,26,50,27,41,1,58,65,72,67,49
chr9,28763867,55,47,63,47,0,6,38,10,0,57,71,31,0,37,55,94,25,29,42,19,58,0,70,54,26,65,25,50,27,42,1,58,66,73,67,49
chr9,28763871,54,49,58,46,0,4,36,8,0,51,65,29,0,35,47,87,24,27,38,21,58,0,61,57,25,59,24,45,26,44,2,62,67,75,68,51
chr9,28763875,55,50,59,47,0,4,35,8,0,50,64,28,0,34,48,87,24,27,39,22,59,0,62,58,26,59,24,43,26,43,2,60,67,74,70,50
chr9,28763876,1,2,6,2,0,1,0,1,0,7,6,0,2,2,5,10,0,1,0,3,8,0,9,2,0,6,6,4,0,5,1,4,4,4,4,1
chr9,11678919,1,3,6,0,0,0,2,1,0,6,11,0,0,1,7,9,2,1,1,4,5,0,6,3,1,8,4,3,1,8,0,3,2,5,1,2
chr1,2406823,57,52,56,43,0,2,34,8,0,47,64,26,1,33,49,83,23,27,40,20,60,0,63,57,23,62,25,42,24,47,3,56,64,70,70,45
chr1,2407090,7,11,11,10,0,0,2,1,0,10,13,1,1,4,3,12,1,6,7,2,9,0,7,6,2,11,3,12,5,3,0,9,11,12,10,6
chr1,2407093,8,8,9,7,0,0,2,0,0,9,9,1,1,2,3,12,1,4,5,2,8,0,5,5,0,9,2,9,3,2,0,8,8,10,9,5
chr1,2407117,8,8,9,7,0,0,2,0,0,9,10,1,1,2,2,12,1,3,5,2,8,0,5,5,0,9,2,9,3,2,0,8,8,10,9,5
chr1,27945769,8,8,9,7,0,0,2,0,0,8,11,2,1,2,2,14,1,3,6,2,8,0,5,5,0,9,2,9,3,3,0,9,8,10,9,6
chr1,27945770,8,7,12,5,0,0,2,0,0,9,12,2,1,2,2,14,1,4,6,2,9,0,4,6,3,12,3,12,3,6,0,10,12,12,10,6
chr1,27945771,8,8,13,9,0,0,4,0,0,11,13,4,1,6,5,20,1,7,10,2,10,0,6,11,6,16,4,11,5,8,0,11,14,15,15,10
chr1,27945983,14,7,20,11,0,0,3,0,0,18,16,5,1,11,7,27,1,10,15,5,11,0,10,12,8,20,4,15,7,14,0,17,16,22,18,9
chr1,5170013,11,6,12,4,0,0,2,1,0,6,11,3,0,3,3,18,1,5,10,3,7,0,7,7,1,10,2,9,4,13,0,9,7,11,3,4
chr1,16009129,10,7,13,5,0,0,2,1,0,5,11,2,0,1,3,18,1,5,10,3,7,0,7,6,1,7,2,8,4,10,0,9,4,9,2,4
chr1,16009165,10,5,13,5,0,0,2,1,0,5,12,2,0,1,2,17,1,5,10,4,6,0,7,6,1,7,1,8,4,10,0,8,7,8,2,5
chr1,16009208,17,10,15,10,0,1,3,2,0,6,13,6,0,7,2,21,2,13,14,9,18,0,12,6,1,16,6,11,11,13,2,7,10,15,14,14
chr1,16009278,20,10,18,13,0,2,5,2,0,8,15,7,0,8,4,23,2,14,17,9,18,0,12,9,4,18,6,9,15,11,2,8,12,16,18,14
chr1,16009473,22,11,18,12,0,2,6,1,0,8,15,7,0,8,4,21,2,14,19,9,18,0,12,10,4,22,9,12,15,12,2,7,13,18,20,14
chr1,16009555,84,68,105,63,0,9,68,49,0,65,103,41,3,81,75,111,32,99,117,62,92,0,78,55,62,77,66,95,61,79,2,57,73,71,95,62
chr1,16009589,83,68,105,63,0,9,68,49,0,65,102,41,4,81,73,111,32,99,116,62,92,0,78,55,62,77,66,95,61,79,2,57,73,71,96,62
chr1,27945784,82,68,104,63,0,9,68,49,0,65,101,41,4,81,71,109,33,99,116,62,90,0,77,55,63,76,66,94,61,79,2,57,71,71,96,60
chr1,27945919,12,6,19,11,0,0,3,0,0,16,15,5,1,11,7,26,1,10,15,5,11,0,10,11,9,19,4,15,7,14,0,15,16,22,17,9
chr1,27945921,8,7,11,15,0,0,13,2,0,11,18,5,0,4,10,13,5,10,11,10,13,0,10,11,12,16,2,16,11,7,0,20,22,21,23,18
chr1,27945950,3,2,9,9,0,0,4,0,0,3,16,3,0,3,6,4,4,3,7,5,10,0,7,6,8,12,2,8,7,7,0,14,15,12,13,10
chr1,27945966,1,4,9,10,0,0,3,0,0,6,17,4,0,6,8,9,2,4,4,4,8,0,8,6,5,10,5,13,4,14,0,6,8,8,13,5
chr1,27945990,2,4,8,9,0,0,3,0,0,5,21,5,0,6,9,10,2,4,2,4,9,0,8,6,6,10,4,12,2,15,0,7,6,6,15,4
chr1,27945991,2,4,7,9,0,0,3,0,0,5,20,5,0,6,8,10,2,4,2,4,9,0,8,6,6,9,3,12,2,14,0,7,6,6,15,4
chr1,27946003,2,4,9,9,0,0,3,0,0,5,21,5,0,6,9,10,2,3,2,4,8,0,8,6,6,10,4,12,3,15,0,8,6,6,15,4
chr1,16009170,14,7,17,5,0,0,4,0,0,12,14,3,1,5,3,18,1,5,11,3,7,0,9,8,3,14,3,14,5,15,0,10,10,14,6,7
chr1,2901096,12,6,13,3,0,0,2,0,0,7,11,2,0,3,3,18,1,5,11,3,6,0,7,7,1,12,2,10,5,13,0,9,7,12,4,4
chr1,2901110,10,7,13,5,0,0,2,1,0,5,11,2,0,1,3,18,1,5,10,3,7,0,7,6,1,7,2,8,4,10,0,9,4,9,2,4
chr1,2901129,13,5,15,4,0,0,2,1,0,4,11,2,0,1,2,21,2,6,9,4,7,0,9,6,1,8,3,9,7,12,0,8,5,9,4,6
chr1,16009158,16,10,14,10,0,1,3,2,0,6,11,6,0,6,2,20,2,11,11,7,15,0,12,7,1,14,7,9,11,12,1,7,9,14,16,14
chr1,16009569,19,10,17,13,0,2,5,2,0,7,14,7,0,8,4,21,2,14,17,9,17,0,13,8,4,17,6,9,13,11,2,8,12,16,18,13
chr1,16009573,84,68,105,63,0,9,68,49,0,65,103,41,3,81,75,111,32,99,118,62,93,0,77,55,62,77,66,95,61,80,2,57,72,71,95,62
chr1,16009592,84,68,105,63,0,9,68,49,0,65,103,41,3,81,75,111,32,99,117,62,93,0,78,55,62,77,66,95,61,80,2,57,73,71,95,62
chr1,27945783,81,67,104,63,0,9,67,49,0,65,101,40,4,81,71,107,33,99,116,62,88,0,77,56,63,77,66,91,61,79,2,58,70,70,96,60
chr1,16009730,82,69,102,66,0,9,69,49,0,65,104,43,3,83,83,107,32,101,112,61,79,0,81,59,64,76,60,89,60,83,2,67,68,69,91,60
chr1,16009731,82,70,100,65,0,9,69,49,0,65,104,42,3,83,82,106,32,101,111,61,80,0,79,59,64,75,60,89,60,83,2,66,67,69,92,59
chr1,16009853,83,70,103,65,0,9,70,50,0,67,104,42,3,83,84,106,32,101,110,64,81,0,81,58,64,77,61,92,60,82,2,66,69,69,95,60
chr1,16009914,83,69,103,66,0,9,70,50,0,67,104,42,3,83,83,107,32,101,109,64,82,0,81,58,64,79,61,92,62,84,2,64,70,69,95,61
chr1,27945808,82,68,104,67,0,9,70,50,0,67,105,42,3,82,83,108,32,101,110,64,82,0,80,59,65,79,62,92,62,84,2,65,70,70,96,61
chr1,27945827,82,69,106,67,0,9,71,50,0,67,106,42,3,83,83,109,33,102,111,64,83,0,81,60,65,79,63,93,62,85,2,65,71,71,98,61
chr1,27945832,2,4,8,9,0,0,3,0,0,5,21,5,0,6,9,10,2,4,2,4,9,0,8,6,6,10,4,12,3,15,0,8,6,6,15,4
chr1,27945833,2,4,7,9,0,0,3,0,0,5,20,5,0,6,8,10,2,4,2,4,9,0,8,7,6,9,3,11,2,14,0,8,6,7,13,4
chr1,27950366,8,7,12,5,0,0,3,0,0,10,14,3,1,2,2,16,1,4,7,3,10,0,5,8,4,13,3,13,3,7,0,9,12,13,10,6
chr1,16009587,13,7,15,5,0,0,4,0,0,10,12,3,0,3,3,17,1,5,11,3,8,0,7,8,2,13,2,13,5,14,0,9,9,13,5,4
chr1,27945704,13,6,15,3,0,0,3,0,0,8,11,3,0,3,3,16,1,5,10,3,7,0,7,7,2,12,2,11,5,13,0,8,8,13,4,4
chr1,27945698,18,10,16,11,0,1,3,2,0,6,13,7,0,7,2,22,2,13,15,9,17,0,13,7,1,17,6,10,11,13,2,7,10,15,15,13
chr1,27945708,85,67,106,62,0,9,69,49,0,66,103,41,3,81,75,114,32,99,120,63,94,0,77,55,63,76,65,94,61,81,2,58,72,72,95,62
chr1,27945796,84,68,106,63,0,9,68,49,0,66,103,41,3,81,75,113,32,99,119,63,94,0,77,55,62,77,66,95,61,80,2,58,73,71,95,62
chr1,27946035,82,68,105,63,0,9,68,49,0,65,102,41,4,81,72,111,33,99,116,62,91,0,78,55,63,77,66,95,61,79,2,57,72,71,96,61
chr1,27946045,82,68,104,67,0,9,69,51,0,67,109,41,3,85,82,104,35,101,108,64,85,0,92,59,66,78,67,91,61,88,2,60,69,76,97,67
chr1,27949281,79,70,103,66,0,9,68,48,0,65,103,42,3,83,84,105,32,101,110,61,81,0,85,58,64,77,61,89,59,84,2,62,67,72,91,60
chr1,27949286,80,68,101,66,0,9,69,48,0,65,103,42,3,83,81,104,32,101,112,61,79,0,82,57,64,78,60,89,59,84,2,66,65,70,90,59
chr1,27949349,80,68,101,66,0,9,69,48,0,65,104,42,3,83,81,104,32,101,112,61,79,0,82,57,64,78,60,89,59,84,2,66,65,70,90,59
chr1,27949350,81,67,107,63,0,9,64,50,0,64,102,42,3,82,76,103,33,100,111,63,81,0,78,56,64,78,64,88,62,83,2,54,71,67,94,61
chr1,27949353,1,4,9,10,0,0,3,0,0,6,17,4,0,6,8,9,2,4,4,4,8,0,8,6,5,10,5,13,4,14,0,6,8,8,13,5
chr1,27945760,83,65,101,63,0,9,65,49,0,63,101,40,4,82,72,102,34,99,110,62,82,0,78,57,63,78,63,87,59,79,2,57,71,68,91,59
chr1,27949289,82,69,101,65,0,9,69,49,0,65,104,42,3,83,82,107,32,101,111,61,80,0,80,59,64,75,60,89,60,83,2,66,68,68,92,59
chr10,12701441,1,4,9,9,0,0,3,0,0,6,20,5,0,6,9,10,2,3,2,4,8,0,8,6,6,10,5,13,3,15,0,8,6,6,15,4
chr10,12701445,83,65,101,63,0,9,65,49,0,63,101,40,4,82,72,102,34,99,110,62,82,0,78,57,63,78,63,87,59,79,2,57,70,68,91,58
chr10,12701450,81,66,99,63,0,9,65,50,0,64,102,40,5,82,72,101,36,99,108,62,77,0,78,61,63,76,62,88,59,81,2,54,67,65,89,58
chr10,12701456,81,66,100,64,0,9,65,50,0,64,102,41,5,82,72,102,37,100,108,62,77,0,77,61,63,76,62,90,59,82,2,55,67,67,90,58
chr10,12701544,81,66,101,64,0,9,66,50,0,64,102,41,4,82,72,102,37,100,108,62,78,0,78,61,63,78,62,90,59,82,2,56,67,67,90,58
chr10,12701555,81,66,101,65,0,9,66,50,0,64,102,41,4,82,72,101,36,100,108,62,78,0,78,61,62,78,62,90,59,82,2,56,67,67,91,58
chr10,12701561,82,67,104,66,0,9,68,50,0,64,103,41,4,82,73,103,37,100,109,62,79,0,78,60,63,79,62,90,59,82,2,57,66,68,95,59
chr10,12701753,12,6,19,11,0,0,3,0,0,16,15,5,1,11,6,26,1,10,14,5,11,0,10,10,9,20,4,16,7,14,0,14,16,22,17,10
chr10,12701788,81,66,100,64,0,9,65,50,0,64,102,41,4,82,72,102,37,100,108,62,76,0,77,61,63,77,62,90,59,82,2,56,67,67,89,58
chr10,12706218,81,65,101,64,0,9,65,50,0,63,100,40,5,82,72,101,34,99,109,62,81,0,78,58,63,77,62,87,59,80,2,57,70,67,90,57
chr10,12706223,81,65,101,64,0,9,65,50,0,63,100,40,5,82,72,100,34,99,109,62,80,0,78,58,63,77,62,87,59,80,2,57,70,67,90,57
chr10,12706244,25,20,17,16,0,3,16,4,0,24,25,10,0,5,18,24,9,13,18,12,14,0,19,18,14,19,13,25,14,14,0,32,32,30,31,18
chr10,12706247,83,88,84,92,0,13,53,28,0,97,123,58,4,55,89,116,31,52,97,60,86,0,97,99,83,114,94,131,49,119,3,89,97,96,133,78
chr10,12706250,85,89,84,92,0,13,54,28,0,97,122,58,4,54,91,116,31,51,96,61,87,0,97,100,81,117,96,130,50,119,3,88,98,98,131,80
chr10,12706263,82,85,81,92,0,13,52,28,0,97,120,57,4,54,90,113,30,51,96,60,86,0,98,98,82,116,94,127,48,118,3,85,96,98,128,80
chr10,12706264,10,3,8,10,0,0,4,1,0,4,7,1,0,3,3,7,0,4,8,2,4,0,6,7,2,11,5,7,1,3,0,5,6,2,3,5
chr10,23848413,8,5,8,12,0,0,6,1,0,6,8,2,0,3,3,9,1,6,5,1,5,0,6,7,1,11,5,11,2,3,0,6,12,2,3,9
chr10,23848422,8,3,5,9,0,0,2,1,0,3,5,1,0,3,5,3,5,5,3,0,4,0,5,2,4,5,4,9,4,1,2,4,15,2,4,5
chr10,23848603,11,4,5,6,0,0,2,1,0,3,4,1,0,3,2,2,5,5,3,0,4,0,6,3,3,5,4,8,3,3,1,5,14,2,4,6
chr10,12701438,11,5,6,6,0,0,2,1,0,3,4,1,0,3,2,2,4,5,3,0,3,0,6,3,3,5,4,8,3,3,1,4,13,2,4,6
chr10,12701726,18,9,15,15,0,1,5,6,0,21,15,7,3,8,25,21,6,16,9,9,16,0,20,6,6,23,5,8,8,19,1,13,14,15,15,5
chr10,12720793,18,9,15,15,0,1,5,6,0,21,14,6,3,9,25,20,6,16,9,9,16,0,20,6,6,23,5,9,8,20,1,13,14,15,16,5
chr10,12720817,18,9,15,15,0,1,5,6,0,21,14,6,3,9,25,20,6,16,9,9,16,0,20,6,6,22,5,9,8,20,1,13,14,15,16,5
chr10,12720819,18,9,15,15,0,1,5,6,0,21,13,5,3,9,25,18,6,16,9,10,15,0,20,5,6,22,5,9,8,20,1,13,14,15,16,5
chr10,12720822,18,10,15,16,0,1,4,7,0,21,13,4,3,8,25,17,5,16,9,9,15,0,20,5,6,22,6,11,9,20,1,13,14,15,17,5
chr10,12720834,18,10,19,18,0,0,3,5,0,18,11,4,2,6,22,18,4,17,9,7,20,0,19,6,8,19,6,5,7,20,0,9,15,11,20,8
chr10,12720975,11,4,6,6,0,0,2,1,0,3,4,1,0,3,2,2,4,5,3,0,3,0,6,3,3,5,4,8,3,3,1,4,14,2,4,6
chr10,12720979,11,4,6,6,0,0,2,1,0,3,4,1,0,3,2,2,4,5,3,0,3,0,6,3,3,5,4,8,3,3,1,4,14,2,4,6
chr10,23848418,12,7,6,7,0,0,3,1,0,4,7,0,0,2,3,1,2,5,4,0,3,0,5,5,2,3,4,7,6,4,1,4,9,4,5,6
chr10,23848419,13,5,7,10,0,0,5,3,0,2,8,0,0,5,7,6,2,4,7,2,6,0,5,4,5,5,3,8,3,3,1,5,10,1,3,2
chr10,23848573,7,7,6,8,0,1,3,2,0,10,5,6,1,6,8,12,5,2,3,3,12,0,7,11,4,8,1,8,6,7,1,18,11,10,12,13
chr10,10091319,4,10,11,7,0,2,7,2,0,12,17,3,0,12,23,16,2,3,10,4,16,0,10,14,8,20,10,15,6,18,1,14,15,18,20,13
chr10,10091324,4,11,11,6,0,2,6,2,0,12,15,3,0,11,23,15,2,3,10,5,17,0,10,13,9,21,11,15,5,18,1,13,14,17,20,12
chr10,10091373,3,3,4,0,0,1,2,0,0,3,2,1,0,2,3,3,0,1,0,0,4,0,3,1,1,2,3,6,1,1,0,2,1,2,6,4
chr10,10091391,5,7,13,2,0,0,6,2,0,18,5,5,1,6,15,14,0,3,3,5,15,0,8,2,2,11,4,12,1,13,0,5,6,17,13,14
chr10,12701769,14,19,13,9,0,1,2,4,0,10,10,6,0,4,12,12,12,4,7,16,7,0,11,12,11,17,11,14,1,26,1,20,23,20,19,13
chr10,12701773,14,19,13,9,0,1,2,4,0,11,10,6,0,4,12,12,12,4,7,16,7,0,11,12,11,17,11,14,1,26,1,20,23,20,19,13
chr10,12706221,15,20,14,9,0,1,2,4,0,11,10,6,0,5,12,12,12,4,7,16,8,0,11,12,11,17,11,14,1,27,1,20,24,19,20,13
chr10,23848590,14,21,14,11,0,1,3,4,0,13,10,6,0,5,14,15,13,4,8,18,10,0,12,12,12,18,12,16,1,27,1,23,26,21,21,14
chr10,23848595,91,65,68,72,0,5,48,20,0,71,83,47,4,44,75,104,38,65,64,48,83,0,70,62,65,90,48,81,49,71,2,85,77,72,87,66
chr10,12701437,4,7,3,2,0,0,2,0,0,5,5,2,1,2,0,6,1,9,2,4,3,0,0,1,5,5,6,9,3,3,0,2,2,4,5,2
chr10,9384700,4,7,4,3,0,0,3,0,0,6,6,2,1,2,0,6,1,9,3,4,2,0,1,2,5,6,5,11,3,3,0,3,2,4,4,2
chr10,9384711,4,6,4,3,0,0,3,0,0,6,7,2,1,2,0,6,1,9,3,4,2,0,1,2,5,7,5,12,3,3,0,3,4,4,4,2
chr10,9384718,4,5,5,3,0,0,3,0,0,6,7,2,1,2,0,6,1,9,3,4,1,0,1,2,5,4,4,12,3,2,0,1,4,4,4,3
chr10,9384722,15,20,14,10,0,1,2,4,0,11,10,6,0,5,13,13,12,4,7,16,8,0,11,12,12,18,11,14,1,27,1,20,26,19,21,14
chr10,9384728,13,20,12,11,0,1,4,3,0,15,11,6,0,5,14,18,12,4,8,17,10,0,11,12,11,20,13,15,1,26,1,26,26,20,22,14
chr10,9384735,5,7,13,2,0,0,6,2,0,18,6,5,1,6,16,14,0,3,3,5,15,0,8,2,2,11,4,11,1,13,0,5,7,17,13,14
chr10,9384796,0,0,11,4,0,1,6,1,0,25,14,5,0,5,24,18,0,0,11,0,16,0,7,0,0,8,1,14,0,9,0,14,9,19,0,12
chr10,10091394,0,0,11,4,0,1,6,1,0,24,14,5,0,5,24,18,0,0,11,0,16,0,7,0,0,8,1,14,0,9,0,14,9,19,0,12
chr10,23848394,0,0,11,4,0,1,6,1,0,23,14,5,0,5,24,18,0,0,11,0,15,0,7,0,0,8,1,14,0,9,0,12,10,18,0,12
chr10,23848454,0,0,11,4,0,1,6,1,0,23,13,5,0,5,24,19,0,0,11,0,15,0,7,0,0,8,1,14,0,9,0,12,10,18,0,12
chr10,12720644,14,21,14,11,0,1,3,4,0,13,10,6,0,5,14,17,13,4,8,18,10,0,12,12,12,19,13,16,1,27,1,23,26,21,21,14
chr10,12720648,3,6,14,2,0,0,8,2,0,17,6,6,1,7,18,15,0,2,4,5,16,0,10,2,2,10,4,11,1,14,0,7,9,19,11,15
chr10,12706252,7,9,18,6,0,3,4,3,0,12,18,3,1,10,11,14,3,1,7,5,6,0,14,7,12,22,12,18,2,9,0,18,10,20,20,11
chr10,23848473,7,10,19,5,0,3,4,3,0,10,17,3,1,10,9,13,3,1,7,5,6,0,14,6,13,23,10,17,1,10,0,16,10,20,20,9
chr10,23848474,7,9,19,5,0,3,4,3,0,10,15,3,1,10,10,12,3,1,8,5,8,0,14,7,14,23,10,17,2,7,0,18,9,21,21,9
chr10,23746213,6,9,18,6,0,3,4,3,0,10,15,3,1,10,9,11,3,1,8,4,8,0,14,7,14,23,9,17,1,7,0,17,9,21,21,9
chr10,23746227,3,5,2,2,0,0,1,2,0,1,3,1,0,2,4,3,3,1,1,5,2,0,1,4,6,6,6,4,0,9,0,6,5,8,8,5
chr10,23746237,9,16,12,8,0,1,2,3,0,6,8,5,0,4,12,11,11,3,4,13,5,0,9,11,10,15,11,15,1,23,1,16,17,19,16,11
chr10,23746243,4,7,7,3,0,0,3,0,0,6,7,2,1,2,0,6,0,8,4,3,1,0,1,2,6,4,4,11,3,2,0,1,4,3,3,4
chr10,23746483,0,0,12,4,0,1,7,1,0,25,15,4,0,4,24,17,0,0,10,0,18,0,7,0,0,10,1,14,0,9,0,15,9,21,0,12
chr10,23746491,25,26,46,22,0,5,24,10,52,39,51,34,2,20,40,42,34,8,29,18,44,43,24,28,17,52,9,52,14,31,3,38,39,49,38,34
chr10,23746506,2,6,9,3,0,2,3,3,15,9,9,5,0,3,12,8,8,4,6,3,9,14,9,5,6,14,2,12,5,7,0,6,6,7,14,9
