Chrom,Location,SRR10901765.tmp,SRR10901766.tmp,SRR10901767.tmp,SRR10901768.tmp,SRR10901769.tmp,SRR10901770.tmp,SRR10901771.tmp,SRR10901772.tmp,SRR10901773.tmp,SRR10901774.tmp,SRR10901776.tmp,SRR10901777.tmp,SRR10901778.tmp,SRR10901779.tmp,SRR10901780.tmp,SRR10901781.tmp,SRR10901782.tmp,SRR10901783.tmp,SRR10901784.tmp,SRR10901785.tmp,SRR10901787.tmp,SRR10901788.tmp,SRR10901789.tmp,SRR10901790.tmp,SRR10901791.tmp,SRR10901792.tmp,SRR10901793.tmp,SRR10901794.tmp,SRR10901795.tmp,SRR10901796.tmp,SRR10901797.tmp,SRR10901798.tmp,SRR10901799.tmp,SRR10901800.tmp,SRR10901801.tmp,SRR10901802.tmp,SRR10901803.tmp,SRR10901804.tmp,SRR10901805.tmp,SRR10901807.tmp,SRR10901808.tmp,SRR10901809.tmp,SRR10901810.tmp,SRR10901811.tmp,SRR10901812.tmp,SRR10901813.tmp,SRR10901814.tmp,SRR10901815.tmp,SRR10901816.tmp,SRR10901818.tmp,SRR10901819.tmp,SRR10901820.tmp,SRR10901822.tmp,SRR10901823.tmp,SRR10901824.tmp,SRR10901825.tmp,SRR10901826.tmp,SRR10901827.tmp,SRR10901828.tmp
chr22,22863566,30,2,22,13,26,14,30,14,18,10,17,20,20,24,26,9,16,24,23,27,23,9,21,20,67,9,16,10,13,23,10,15,26,0,0,16,15,13,31,13,14,11,0,0,24,16,45,29,31,22,6,18,9,12,24,13,13,15,8
chr22,22863567,27,2,22,12,27,14,29,14,18,10,17,20,19,23,25,9,15,24,21,27,23,9,20,19,67,8,15,10,12,24,10,15,25,0,0,16,14,13,31,13,13,11,0,0,22,16,43,29,30,22,6,17,9,12,24,12,13,15,8
chr22,22864185,20,2,21,12,22,10,24,10,15,6,14,13,13,21,20,6,11,19,20,23,18,7,15,13,57,5,13,10,9,19,7,10,20,0,0,12,11,8,23,10,9,9,0,0,16,11,34,24,24,17,5,15,9,10,22,9,14,10,6
chr22,22863501,7,1,13,5,9,9,15,9,4,7,11,10,8,5,14,4,6,6,7,9,9,4,6,11,37,3,9,8,6,6,3,5,13,0,0,5,5,8,12,2,2,7,0,0,15,5,22,16,11,8,5,12,6,5,9,10,10,2,1
chr22,21766234,9,1,12,5,11,8,17,8,4,8,14,9,10,8,16,5,7,8,8,10,10,5,8,12,38,2,9,8,6,7,5,5,14,0,0,6,7,9,13,2,5,9,0,0,18,6,24,20,12,8,6,14,7,7,10,10,11,2,1
chr22,21766241,17,2,21,6,15,13,23,11,9,9,18,14,16,14,20,8,10,11,11,16,14,11,13,21,51,2,15,8,7,12,7,7,18,0,0,10,8,13,15,5,7,11,0,0,23,13,31,24,18,13,11,17,10,12,11,13,12,5,3
chr22,21766245,45,3,35,38,37,26,51,58,36,36,35,46,41,35,30,44,32,46,31,31,16,13,27,55,117,23,42,29,32,44,30,38,35,2,3,37,39,33,41,23,34,42,0,2,47,28,63,40,34,37,20,14,36,34,25,38,31,16,23
chr22,21766247,45,2,35,38,37,26,52,58,36,36,35,46,41,35,30,44,32,46,31,30,16,13,27,55,116,22,43,29,31,44,30,37,35,2,3,37,39,33,40,23,34,42,0,2,47,28,64,41,34,37,20,14,35,33,25,37,31,16,22
chr22,22864111,44,3,33,37,37,24,50,58,37,37,34,46,42,36,27,41,32,44,33,29,17,13,27,56,112,22,41,30,30,45,30,38,36,2,3,35,40,33,38,23,32,43,0,2,46,28,61,41,33,36,20,16,33,34,24,38,29,17,23
chr22,22864156,3,3,8,5,12,4,8,7,7,3,5,7,9,5,12,8,5,6,4,5,8,5,7,9,30,2,5,5,6,4,6,5,9,0,0,4,5,5,4,1,3,4,0,0,8,5,15,8,3,10,2,5,7,6,7,3,9,4,0
chr22,1982577,8,2,14,7,12,8,6,12,8,6,7,5,5,14,12,9,7,8,8,7,6,6,9,13,38,4,9,10,3,6,7,7,8,0,0,2,9,3,6,4,2,4,0,0,9,11,12,12,10,6,5,9,6,6,10,10,9,3,2
chr22,22863561,9,1,14,5,9,9,17,8,4,8,13,10,8,7,15,4,7,7,8,10,9,4,8,13,38,3,9,8,6,7,3,5,15,0,0,6,5,9,13,2,4,8,0,0,17,5,23,17,11,9,6,13,6,6,10,10,10,2,1
chr3,23030240,11,1,13,5,12,8,19,9,4,9,16,11,12,10,17,5,8,7,7,12,10,7,9,13,44,2,9,9,6,8,5,5,16,0,0,7,6,9,14,2,5,9,0,0,20,7,28,21,14,8,8,16,8,8,10,11,11,3,0
chr3,23030253,15,2,20,5,14,13,25,11,9,9,17,15,16,13,18,7,10,9,10,16,13,9,13,18,49,2,14,8,7,11,7,7,18,0,0,11,8,13,15,4,7,11,0,0,22,12,31,23,18,12,10,19,10,11,11,13,12,4,3
chr3,23030534,14,0,10,10,8,8,17,16,4,4,13,3,9,9,10,9,10,11,9,8,6,7,2,22,54,6,14,12,4,12,12,6,4,1,0,10,6,10,9,3,7,16,1,0,8,6,21,16,9,7,2,8,4,7,7,9,13,7,3
chr3,23030535,12,0,10,10,7,6,13,10,4,4,13,2,8,7,9,7,8,7,8,8,6,7,2,17,52,5,12,10,3,10,8,6,4,1,0,7,6,10,8,3,5,11,1,0,6,6,16,12,7,6,2,7,4,6,6,8,10,7,3
chr3,23030540,35,2,34,36,35,22,39,53,30,33,30,46,36,32,25,34,31,34,29,31,18,8,22,49,100,20,35,31,29,33,23,28,34,2,3,27,33,26,35,20,23,31,0,3,35,21,46,34,23,31,17,16,26,24,17,31,27,14,21
chr3,23030541,14,1,13,6,14,10,10,10,10,6,4,10,8,7,12,6,5,8,6,6,8,8,12,15,46,4,10,9,3,11,7,7,10,1,0,6,10,11,12,3,7,7,0,0,12,6,14,10,14,11,8,13,8,6,11,10,10,6,4
chr3,23030650,7,1,13,4,9,9,15,8,4,7,11,10,8,5,13,4,6,6,7,8,9,4,6,10,37,3,9,8,7,6,3,5,13,0,0,5,5,8,12,2,2,7,0,0,14,5,22,16,10,8,5,12,6,5,9,10,10,2,1
chr3,23030597,7,2,12,6,8,11,13,8,4,4,5,5,8,6,8,3,6,11,14,7,6,2,5,9,35,3,9,8,2,9,4,7,13,0,0,5,7,7,15,3,2,6,0,0,19,8,25,14,10,8,4,9,6,3,14,9,10,3,3
chr3,23030552,6,1,12,5,8,11,13,8,4,4,5,5,8,6,8,3,6,11,13,7,6,2,5,8,34,3,9,8,2,8,4,6,13,0,0,5,7,7,15,3,2,6,0,0,19,8,24,13,11,7,4,9,5,3,14,8,10,3,2
chr3,23030320,14,2,18,5,13,12,22,9,8,9,16,14,15,11,17,6,9,9,8,15,13,7,12,15,48,2,12,9,6,9,6,6,18,0,0,9,6,12,14,4,6,11,0,0,20,9,29,23,15,11,9,17,9,10,11,11,11,4,2
chr3,23030239,44,3,37,36,36,25,53,56,35,35,35,43,41,35,31,42,32,45,30,31,17,13,27,54,115,21,43,28,32,42,30,35,35,2,3,37,38,32,42,23,33,41,0,2,46,26,61,39,31,36,20,13,35,35,24,39,30,16,23
chr3,6171762,25,0,24,9,28,12,32,20,20,16,18,27,20,22,25,11,20,25,22,27,23,12,23,24,76,8,15,9,14,27,15,15,28,1,0,19,17,16,24,11,17,11,0,0,26,16,41,33,33,21,11,18,10,13,25,15,11,11,8
chr3,6171841,35,2,33,36,35,22,39,52,30,33,30,46,36,32,25,34,31,34,29,31,18,8,22,49,100,20,35,31,29,33,23,28,34,2,3,27,33,25,35,20,23,31,0,3,35,21,46,34,23,31,17,16,26,24,17,31,27,14,21
chr3,6171802,9,3,10,9,14,7,13,9,9,8,7,10,13,7,13,10,13,7,8,9,12,7,10,14,42,2,7,9,10,8,7,7,10,0,0,7,7,7,7,4,4,9,0,0,11,8,22,12,4,10,3,7,10,8,11,7,12,6,4
chr3,6171805,7,2,5,7,5,10,9,6,8,12,11,12,13,5,5,7,8,15,7,10,4,4,10,11,32,2,5,6,8,6,1,5,6,0,0,5,11,6,6,7,7,11,0,0,12,3,20,16,7,7,1,6,8,9,4,5,10,4,5
chr3,6171852,7,2,5,7,5,10,10,6,8,12,10,12,14,6,4,7,8,16,7,10,4,5,9,10,34,2,5,6,7,6,1,5,6,0,0,6,11,6,7,8,8,10,0,0,12,4,20,16,7,8,1,5,9,9,4,5,10,4,6
chr3,6171860,7,2,5,7,5,10,10,6,8,12,10,12,14,6,4,7,8,16,7,10,4,5,9,10,33,2,5,6,7,6,1,5,6,0,0,6,11,6,7,8,8,9,0,0,12,4,20,16,7,8,1,5,9,9,4,5,10,4,6
chr3,23030553,7,2,5,7,5,10,10,6,8,11,10,11,14,6,4,7,8,16,7,9,4,5,9,10,33,2,5,5,7,6,1,5,7,0,0,6,10,6,7,8,8,9,0,0,12,4,21,16,6,8,1,5,9,9,4,5,9,4,6
chr3,23030556,12,0,8,12,10,14,16,10,12,9,8,18,15,10,5,9,13,16,7,18,15,7,9,16,40,5,10,10,15,14,5,8,16,0,0,11,7,12,5,8,10,10,0,0,16,3,24,12,12,13,2,3,11,5,0,3,10,7,7
chr3,23030557,9,1,3,8,5,9,9,6,8,9,8,10,12,7,4,6,7,14,7,8,8,4,5,11,32,3,4,4,7,7,0,3,8,0,0,5,7,7,5,8,5,8,0,0,12,3,19,13,6,9,1,4,8,7,4,4,10,5,5
chr3,23030559,12,0,8,12,9,14,15,10,12,9,8,18,15,11,6,9,12,15,7,18,15,6,9,16,40,5,10,10,14,14,4,8,16,0,0,10,7,12,5,8,10,10,0,0,16,3,24,12,11,11,2,3,11,5,0,3,10,7,7
chr3,23030563,16,1,10,4,8,3,12,6,8,8,9,8,6,9,8,4,11,9,5,15,3,5,11,10,31,5,14,7,2,8,6,5,7,0,0,4,8,4,10,4,3,5,0,0,8,6,16,11,9,15,5,6,10,12,10,8,8,4,6
chr3,23030575,7,0,4,1,3,1,7,2,2,2,3,2,2,3,2,3,4,2,0,4,4,2,5,5,18,3,5,7,2,6,5,2,4,0,0,1,5,1,2,0,0,7,0,0,6,2,9,4,3,7,3,1,9,4,3,4,7,4,4
chr3,23030577,18,1,8,10,9,6,24,11,12,7,9,6,10,12,8,10,13,4,8,9,11,8,9,8,34,3,10,9,3,13,9,5,13,0,0,12,14,2,13,3,8,13,0,0,13,5,19,8,7,10,5,3,10,11,5,7,14,5,8
chr3,23030567,20,0,11,8,8,5,21,10,12,11,4,7,5,9,8,14,10,8,10,12,17,7,8,11,36,6,13,8,5,8,10,14,12,0,0,8,15,7,14,3,10,13,0,0,5,3,22,12,8,11,4,3,10,8,8,5,16,3,10
chr3,23030574,20,0,11,8,8,5,21,10,12,10,4,7,5,9,8,14,10,8,10,12,17,7,8,11,36,6,13,8,5,8,10,14,12,0,0,8,15,7,14,3,10,13,0,0,5,3,22,12,8,11,4,3,10,8,8,5,16,3,10
chr3,23030596,4,0,4,0,1,0,1,0,0,0,3,5,2,1,0,0,0,0,1,0,1,0,2,0,3,2,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030610,3,0,3,0,1,0,1,0,0,0,2,3,2,1,0,0,0,0,1,0,1,0,2,0,3,2,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030633,3,0,3,0,1,0,1,0,0,0,2,3,1,1,0,0,0,0,1,0,1,0,2,0,3,2,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030634,3,0,3,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,1,0,1,0,2,0,3,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030642,1,0,1,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,1,0,1,0,2,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030537,1,0,1,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,1,0,1,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0
chr3,23030545,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
chr4,1869092,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
chr4,1869095,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,1869097,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,1869105,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,32381347,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,32381348,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,32381355,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
chr4,32381512,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
chr4,32381520,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
chr4,32383658,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
chr4,32383818,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
chr4,32385218,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
chr4,32385283,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
chr4,32385289,0,0,1,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
chr4,32385294,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
chr4,32385301,2,0,1,0,1,0,8,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,3,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0
chr4,32385394,4,0,2,0,1,0,9,2,0,0,0,1,2,2,0,0,0,0,1,2,1,0,2,0,4,1,1,2,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,1,2,3,1,1,3,1,1,1,0,0,2,1,0,0
chr4,32385406,6,1,7,4,1,3,13,8,5,3,4,5,5,4,3,2,2,2,3,4,4,6,8,9,18,1,4,5,1,5,0,3,6,0,0,5,7,5,3,4,1,2,0,0,5,5,8,13,6,4,1,6,5,4,2,5,4,2,4
chr4,32385423,7,1,9,5,2,5,14,9,5,4,5,6,5,6,4,5,3,5,5,6,4,6,8,13,25,1,4,6,1,6,1,4,9,0,1,5,7,5,3,5,2,2,0,0,5,5,7,16,8,5,3,6,6,4,2,5,4,2,4
chr4,32385478,7,1,10,5,2,5,13,9,5,4,5,6,6,6,4,5,3,5,5,6,5,6,8,13,26,1,4,6,1,6,1,4,9,0,1,5,7,5,3,5,3,3,0,0,5,5,7,16,8,4,3,6,6,4,2,5,4,2,4
chr4,32385489,1,0,3,2,1,0,7,2,0,0,0,2,3,1,0,1,0,0,3,3,4,1,1,2,10,1,3,3,1,4,0,2,1,0,0,1,3,1,1,1,0,0,0,0,4,4,4,3,1,2,0,2,1,0,0,1,0,1,1
chr4,32385492,2,0,2,2,1,0,3,2,0,0,0,3,3,1,0,1,0,0,4,1,3,0,1,2,8,1,2,3,1,2,0,2,1,0,0,0,2,1,0,1,0,0,0,0,4,3,4,3,1,2,0,2,1,0,0,1,0,1,1
chr4,32385548,2,0,2,2,1,0,3,2,0,0,0,4,4,1,0,1,0,0,4,1,3,1,1,2,8,1,2,4,1,2,0,2,2,0,0,0,2,1,0,1,0,0,0,0,5,4,4,3,1,2,0,3,1,0,0,1,0,1,1
chr4,1869109,2,0,2,2,1,0,3,2,0,0,0,4,4,1,0,1,0,0,4,1,3,1,1,2,8,1,2,4,1,2,0,2,2,0,0,0,2,1,0,1,0,0,0,0,5,4,4,3,1,2,0,3,1,0,0,1,0,1,1
chr4,32381336,4,0,3,2,1,0,2,1,0,0,0,5,6,1,0,0,0,0,4,0,3,1,4,0,6,2,3,4,1,1,0,1,3,0,0,0,1,1,0,1,0,0,0,0,6,4,1,0,1,2,0,2,1,0,0,1,0,1,1
chr4,32381353,3,0,2,0,1,0,2,0,0,0,0,4,6,1,0,0,0,0,4,0,2,1,4,0,3,2,3,3,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,0,2,1,0,0,1,0,0,0
chr4,32383657,3,0,2,0,1,0,3,0,0,0,0,4,5,1,0,0,0,0,2,0,1,1,3,0,3,2,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,2,1,0,0,1,0,0,0
chr4,32383826,2,0,2,0,1,0,5,1,0,0,0,3,4,3,0,0,0,0,1,0,1,1,3,0,5,2,3,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,1,0,0,1,0,0,0
chr4,32383827,1,0,1,0,1,0,5,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
chr4,32383832,0,0,1,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
chr4,32385431,4,0,4,0,1,0,1,0,0,0,3,5,2,1,0,0,0,0,1,0,1,0,2,0,3,2,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr4,32385559,4,0,4,0,1,0,1,0,0,0,2,4,2,1,0,0,0,0,1,0,1,0,2,0,3,2,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr4,32385571,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
chr4,1869100,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
chr4,32385035,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
chr4,32385405,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
chr4,32385436,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
chr4,32575610,1,0,1,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
chr4,1869197,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
chr4,32385388,6,1,7,4,1,3,14,8,5,2,4,5,5,4,3,2,2,2,3,4,4,6,8,8,17,1,4,5,1,5,0,3,6,0,0,5,7,5,3,4,1,2,0,0,5,5,8,13,6,4,1,6,5,4,2,4,4,2,4
chr4,32575616,6,1,7,4,2,3,12,8,5,3,5,5,5,5,3,3,2,3,3,4,4,6,8,10,20,1,4,5,1,6,0,4,8,0,0,5,7,5,3,4,1,2,0,0,5,5,7,13,7,5,2,6,5,4,2,5,4,2,4
chr4,32385417,6,1,8,4,2,4,12,8,5,3,5,6,5,5,4,4,3,3,4,4,4,6,8,11,22,1,4,5,1,6,0,4,8,0,0,5,7,5,3,4,1,2,0,0,5,5,6,14,7,5,3,6,5,4,2,5,4,2,4
chr4,32381361,7,1,10,5,2,5,14,9,5,4,5,6,6,6,4,5,3,5,5,6,4,6,8,13,25,1,4,6,1,6,1,4,9,0,1,5,7,5,3,5,2,3,0,0,5,5,7,16,8,5,3,6,6,4,2,5,4,2,4
chr4,26635844,2,0,2,2,1,0,4,2,0,0,0,3,3,1,0,1,0,0,4,1,3,0,1,2,8,1,2,3,1,2,0,2,1,0,0,0,2,1,0,1,0,0,0,0,4,3,4,3,1,2,0,2,1,0,0,1,0,1,1
chr4,26635856,5,0,4,0,1,1,1,0,0,0,3,7,2,1,0,0,0,0,2,0,1,0,2,0,3,2,5,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,1,0,0
chr4,26635941,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
chr4,32381482,2,0,1,0,2,1,4,0,0,0,0,1,1,2,0,0,0,0,2,1,1,1,1,1,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,0,0,1,0,0,0
chr4,32382712,1,0,1,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
chr4,32382725,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
chr4,32382727,6,1,7,4,2,3,12,8,5,3,5,5,5,5,3,4,2,3,3,4,4,6,8,11,20,1,4,5,1,6,0,4,8,0,0,5,7,5,3,4,1,2,0,0,5,5,7,13,7,5,2,6,5,4,2,5,4,2,4
chr4,32382879,7,1,10,5,2,5,13,9,5,4,5,6,6,6,4,5,3,5,5,6,5,6,8,13,26,1,4,6,1,6,1,4,9,0,1,5,7,5,3,5,3,3,0,0,5,5,7,16,8,4,3,6,6,4,2,5,4,2,4
chr4,32383646,1,0,3,2,1,0,6,2,0,0,0,2,3,1,0,1,0,0,4,1,3,0,1,2,9,1,2,4,1,3,0,2,1,0,0,0,2,1,0,1,0,0,0,0,4,4,4,3,1,2,0,2,1,0,0,1,0,1,1
chr4,32383663,2,0,1,0,2,1,4,0,0,0,0,1,1,2,0,0,0,0,2,0,1,1,1,0,5,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,0
chr4,32383665,1,0,1,0,2,1,4,0,0,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,0
chr4,32383666,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
chr4,32385045,0,0,1,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
chr4,32385046,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chr4,32385378,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
chr4,32385412,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
chr4,32385416,4,1,2,0,1,1,11,2,1,1,0,3,1,2,1,0,0,0,1,2,2,2,2,1,5,1,1,2,0,0,0,2,3,0,0,3,2,2,0,0,0,1,0,0,1,2,4,3,2,3,1,1,1,1,0,3,1,0,0
